Household	Health	OwnHome	Instagram	Marital	Sex	Age	Children	Education	JobSat	Income	WorkHrs	Happy
"2631"	1	2	0	2	3	2	54	1	20	3	0	40	2
"2632"	3	0	2	2	5	1	36	0	16	0	25740	-1	2
"2633"	1	2	1	0	1	1	62	1	17	0	7605	-1	1
"2635"	1	0	2	2	3	2	57	2	12	3	6435	-1	2
"2637"	2	0	2	2	1	2	27	0	14	0	0	-1	1
"2639"	2	3	0	2	1	2	37	2	12	1	12870	35	2
"2640"	2	0	1	2	1	1	33	2	14	2	25740	-1	1
"2642"	3	0	3	2	3	2	29	0	16	0	15210	-1	3
"2643"	2	0	2	0	5	2	29	0	12	0	15210	-1	2
"2644"	2	2	0	2	5	2	52	3	9	0	0	-1	3
"2646"	2	4	0	1	3	2	41	3	11	3	4212	40	3
"2648"	2	1	2	0	1	2	31	4	14	0	0	-1	1
"2649"	1	1	1	0	1	1	60	2	12	0	9945	-1	2
"2650"	2	3	0	0	1	1	73	2	12	0	0	-1	1
"2651"	1	0	1	2	5	2	23	0	12	0	2106	-1	3
"2652"	1	2	2	0	3	2	36	4	12	0	12870	-1	2
"2653"	2	3	0	0	1	2	82	3	12	0	0	-1	1
"2655"	3	3	1	0	1	2	61	3	18	0	0	-1	2
"2656"	2	3	0	0	1	1	58	3	13	2	21060	39	2
"2657"	2	0	1	0	1	1	63	2	12	1	0	-1	1
"2658"	1	3	0	0	2	2	83	3	10	0	0	-1	3
"2659"	1	0	2	0	3	2	80	1	14	0	0	-1	1
"2660"	2	0	2	2	1	2	41	2	16	0	0	-1	2
"2661"	2	0	1	0	1	1	79	7	12	0	0	-1	2
"2662"	2	0	1	0	3	2	46	3	10	0	0	-1	2
"2663"	2	0	2	2	1	1	77	4	12	0	0	-1	1
"2664"	1	2	1	0	3	2	66	0	12	0	9945	-1	2
"2665"	1	2	1	0	2	2	77	3	12	0	0	-1	2
"2666"	1	4	0	0	3	2	57	8	13	0	0	-1	3
"2667"	2	0	1	1	1	2	26	0	17	0	15210	-1	1
"2668"	3	2	2	0	3	2	48	6	10	0	936	-1	1
"2669"	2	2	1	0	1	2	51	5	20	0	31590	-1	2
"2671"	1	0	1	1	5	2	22	0	14	0	21060	-1	2
"2672"	2	2	0	2	1	1	49	2	20	6	25740	70	1
"2673"	1	0	2	2	5	2	29	4	11	0	0	-1	3
"2674"	2	3	2	0	3	2	70	7	11	0	0	-1	2
"2675"	2	1	0	2	1	2	42	2	19	2	21060	40	2
"2676"	2	0	1	0	3	2	54	6	8	0	0	-1	3
"2678"	1	0	1	1	3	2	53	3	12	2	12870	-1	2
"2679"	1	3	2	0	5	1	24	0	16	0	15210	-1	1
"2680"	1	2	1	0	2	2	82	3	8	0	0	-1	2
"2681"	2	2	1	0	1	2	52	0	12	0	0	-1	1
"2682"	2	0	1	2	1	1	24	0	12	2	12870	-1	1
"2684"	2	0	1	0	5	2	22	0	12	0	17550	-1	1
"2686"	2	0	1	0	1	2	54	2	14	0	17550	-1	2
"2688"	2	0	1	2	1	2	42	3	13	3	25740	-1	2
"2689"	1	0	2	0	2	1	55	2	10	0	0	-1	2
"2690"	3	2	1	0	1	1	78	3	10	0	0	-1	2
"2691"	2	2	0	2	1	2	59	0	12	2	21060	40	2
"2693"	3	2	1	0	1	1	57	2	12	0	9945	-1	2
"2694"	1	2	0	2	2	2	55	2	16	2	21060	41	2
"2695"	2	0	1	2	1	1	63	2	20	0	0	-1	2
"2696"	2	2	1	0	1	1	37	3	16	0	46800	-1	2
"2698"	2	0	1	2	1	2	54	4	20	0	38610	-1	2
"2699"	1	2	1	0	4	2	78	2	18	0	0	-1	2
"2700"	1	3	0	2	5	1	40	1	16	3	7605	40	2
"2701"	3	0	1	2	1	2	51	1	10	0	21060	-1	1
"2702"	3	3	0	2	5	1	22	0	16	0	0	-1	1
"2703"	1	2	1	0	2	2	83	2	10	0	0	-1	2
"2704"	1	3	0	0	3	2	69	2	14	0	0	-1	3
"2705"	1	3	1	0	3	1	46	4	7	0	0	-1	2
"2706"	2	3	2	0	1	2	34	3	16	0	21060	-1	2
"2708"	1	3	2	0	5	2	25	1	17	0	0	-1	3
"2709"	2	2	0	2	1	1	43	2	16	2	31590	55	2
"2710"	1	0	2	2	3	2	36	4	15	0	0	-1	2
"2711"	1	2	0	0	3	2	61	0	16	2	31590	50	2
"2713"	2	0	1	2	2	2	72	3	12	0	0	-1	3
"2714"	2	2	2	0	1	1	31	1	13	0	17550	-1	2
"2715"	2	2	0	2	1	1	31	0	17	2	21060	46	1
"2718"	2	1	0	2	1	2	32	0	18	2	0	41	1
"2719"	2	0	1	0	1	1	63	2	10	0	936	-1	1
"2720"	2	1	1	0	1	2	39	2	18	0	0	-1	3
"2721"	2	3	0	2	1	2	49	1	20	1	21060	60	2
"2722"	2	3	0	2	5	1	34	2	10	5	6435	27	2
"2724"	1	1	1	0	2	2	57	1	16	0	17550	-1	2
"2726"	1	3	0	0	2	1	77	3	12	3	2106	10	3
"2727"	2	0	1	0	1	1	69	4	11	0	0	-1	1
"2730"	2	3	0	1	1	2	38	4	15	2	6435	35	2
"2731"	1	2	1	0	5	1	53	0	16	0	46800	-1	2
"2732"	2	0	1	2	2	2	61	1	12	1	6435	-1	3
"2733"	2	3	2	0	5	2	43	0	9	0	0	-1	2
"2735"	2	0	1	0	1	2	54	2	14	0	11115	-1	2
"2736"	1	2	1	0	5	2	32	0	15	0	17550	-1	2
"2737"	1	3	0	0	3	1	56	0	12	3	21060	40	3
"2738"	1	2	0	0	3	1	69	3	12	0	0	-1	2
"2739"	2	0	1	2	1	1	39	1	15	2	31590	-1	2
"2741"	2	0	1	2	1	2	53	2	15	0	11115	-1	2
"2742"	2	3	0	1	1	2	54	2	12	0	0	-1	1
"2743"	1	2	0	0	2	2	79	0	12	0	0	-1	3
"2744"	2	1	1	0	1	2	71	2	13	0	0	-1	2
"2745"	2	0	1	0	1	2	61	2	15	0	12870	-1	1
"2747"	2	0	1	2	1	1	55	3	12	1	164382.03756	-1	1
"2748"	2	3	1	0	1	2	60	2	10	0	0	-1	2
"2749"	1	2	1	0	3	1	72	2	12	0	0	-1	3
"2750"	2	1	0	0	1	2	60	3	9	0	4212	-1	1
"2751"	2	0	1	2	3	2	44	1	12	1	11115	-1	1
"2752"	3	3	1	0	3	1	62	2	9	0	0	-1	1
"2753"	2	1	0	0	2	1	50	1	12	2	6435	60	1
"2754"	2	0	2	2	1	2	35	2	15	0	25740	-1	2
"2755"	2	0	2	2	4	2	38	2	12	0	4212	-1	2
"2756"	2	2	1	0	1	1	61	3	12	0	46800	-1	1
"2758"	2	0	1	0	5	2	61	0	12	2	15210	-1	2
"2759"	2	2	0	2	5	2	33	0	8	0	0	-1	3
"2760"	4	0	1	0	1	2	46	8	8	0	0	-1	3
"2761"	1	2	1	0	2	2	87	2	15	0	0	-1	2
"2762"	2	0	1	0	1	1	46	0	8	0	31590	-1	1
"2763"	1	0	1	1	2	1	50	5	11	0	234	-1	3
"2764"	2	3	1	0	1	1	39	4	12	0	15210	-1	3
"2765"	4	2	1	0	5	2	24	1	12	0	0	-1	1
"2766"	4	0	1	0	1	1	64	3	14	0	0	-1	1
"2767"	1	2	2	0	1	2	42	5	9	0	1638	-1	2
"2768"	5	3	0	2	3	2	43	1	11	0	0	-1	2
"2769"	2	2	0	2	1	1	38	0	12	2	0	40	2
"2770"	3	0	2	1	5	2	24	3	12	3	12870	-1	2
"2771"	1	0	1	2	1	2	32	4	12	0	11115	-1	2
"2772"	4	1	1	0	3	2	25	0	12	0	0	-1	1
"2773"	3	0	2	0	5	1	20	0	9	2	0	-1	1
"2774"	2	2	0	2	5	2	40	4	12	0	0	-1	1
"2775"	2	1	0	2	1	2	59	3	12	1	25740	40	1
"2776"	2	0	1	2	1	1	50	1	14	0	21060	-1	1
"2777"	1	3	2	0	5	2	52	3	19	0	31590	-1	1
"2778"	3	2	0	0	1	2	67	3	11	5	0	0	2
"2779"	2	4	0	1	4	2	39	2	13	2	0	65	2
"2780"	1	2	0	0	5	1	67	3	12	0	0	-1	2
"2781"	4	0	1	0	1	1	42	2	11	0	5265	-1	1
"2782"	2	2	1	0	1	1	30	2	12	0	0	-1	2
"2783"	1	1	0	0	1	2	69	2	12	0	0	-1	1
"2784"	2	0	1	0	5	2	33	0	12	0	0	-1	2
"2785"	2	3	1	0	3	2	52	4	11	0	0	-1	1
"2786"	2	2	0	1	1	2	31	5	12	1	15210	65	3
"2787"	3	3	1	0	5	2	43	5	10	0	12870	-1	3
"2788"	1	3	0	0	2	2	55	6	11	0	4212	-1	1
"2789"	1	3	2	0	4	2	55	3	11	0	2574	-1	3
"2790"	3	1	0	0	5	1	29	0	12	0	0	-1	3
"2791"	2	0	1	2	1	2	26	2	12	0	0	-1	3
"2792"	1	0	1	0	2	2	79	3	12	0	0	-1	2
"2793"	2	3	3	0	1	2	31	3	12	0	0	-1	2
"2795"	2	2	1	0	1	2	34	4	10	0	0	-1	2
"2796"	2	3	1	0	1	1	79	2	16	0	0	-1	1
"2797"	4	2	0	0	3	2	23	1	12	4	6435	38	2
"2800"	2	3	1	0	1	2	59	0	12	0	0	-1	2
"2801"	2	0	2	2	5	1	26	0	6	1	0	-1	1
"2802"	2	2	1	0	1	2	74	3	12	0	0	-1	2
"2803"	1	0	2	0	5	2	34	2	99	0	3510	-1	3
"2804"	1	0	1	0	2	2	83	5	12	0	0	-1	3
"2805"	4	4	0	0	3	2	54	3	12	4	234	32	3
"2806"	1	0	2	0	5	2	38	0	12	6	6435	-1	2
"2807"	3	3	1	0	3	2	61	3	13	0	0	-1	3
"2808"	1	2	0	0	3	1	56	4	8	6	0	40	3
"2809"	2	2	0	2	5	2	58	1	12	1	6435	-1	2
"2810"	1	3	0	2	5	1	40	1	12	1	38610	40	2
"2812"	1	2	3	0	4	2	63	2	16	0	0	-1	1
"2814"	2	0	1	0	1	2	66	3	18	2	25740	-1	1
"2815"	2	3	0	0	1	2	82	3	12	0	0	-1	2
"2816"	2	0	1	2	1	1	42	3	19	3	0	-1	2
"2818"	1	3	1	0	3	1	46	4	16	0	56160	-1	2
"2820"	1	2	0	2	2	2	57	3	15	1	0	10	1
"2821"	4	0	1	0	1	1	51	3	12	5	9945	-1	3
"2823"	2	3	2	0	3	2	81	5	10	0	0	-1	1
"2824"	3	2	0	1	5	2	18	0	12	0	0	-1	3
"2825"	3	4	2	0	2	2	71	3	12	0	0	-1	1
"2826"	2	1	1	0	1	2	64	6	12	0	0	-1	1
"2827"	3	0	1	1	5	1	19	0	12	0	5265	-1	2
"2828"	1	2	1	0	3	2	55	0	20	0	0	-1	2
"2829"	1	3	0	2	2	2	85	1	12	0	0	-1	2
"2830"	2	0	1	2	1	1	62	2	16	2	25740	-1	1
"2831"	2	0	1	2	1	2	65	1	16	0	0	-1	2
"2832"	1	2	1	0	5	2	35	2	12	0	15210	-1	3
"2833"	2	1	0	1	1	2	27	0	18	2	17550	50	1
"2834"	1	0	1	0	2	1	88	8	8	0	0	-1	1
"2835"	1	2	1	0	2	2	78	2	18	0	0	-1	1
"2836"	1	1	0	2	3	2	44	1	14	3	11115	35	1
"2838"	2	2	0	2	1	1	47	1	11	5	21060	40	2
"2839"	2	0	1	2	1	2	30	1	16	0	21060	-1	2
"2840"	2	0	1	2	1	1	52	2	16	0	21060	-1	2
"2842"	2	1	0	2	3	2	66	0	18	2	21060	35	2
"2844"	1	0	1	0	3	1	74	4	14	0	0	-1	1
"2845"	2	2	2	0	5	2	24	0	14	0	9945	-1	2
"2847"	1	0	2	0	5	1	68	0	7	1	4212	-1	2
"2848"	2	2	1	0	1	2	58	3	14	0	31590	-1	1
"2849"	2	1	0	2	3	2	62	1	17	1	0	4	2
"2850"	2	2	0	2	1	2	34	1	12	3	9945	40	1
"2852"	2	2	0	2	1	1	40	4	12	1	15210	55	2
"2853"	2	0	1	2	1	2	63	2	12	0	38610	-1	1
"2854"	2	2	1	0	1	1	40	2	16	0	1638	-1	2
"2856"	3	0	2	1	5	1	21	0	15	0	936	-1	2
"2857"	1	3	2	0	4	2	35	2	15	0	21060	-1	2
"2858"	2	0	2	2	1	2	41	3	12	1	4212	-1	2
"2859"	2	0	1	0	1	2	56	0	15	0	12870	-1	3
"2860"	2	0	1	0	5	1	57	2	12	3	0	-1	2
"2861"	2	2	1	0	1	2	68	3	13	0	0	-1	2
"2863"	2	0	1	1	1	2	57	2	20	0	17550	-1	2
"2864"	1	2	1	0	2	1	77	4	15	0	0	-1	2
"2865"	2	0	1	0	1	2	87	4	14	0	0	-1	2
"2866"	2	2	1	0	1	2	55	2	14	0	5265	-1	1
"2867"	2	2	0	2	1	1	72	2	16	0	0	-1	2
